"Country","Region","Infant_deaths","Under_five_deaths","Adult_mortality","Alcohol_consumption","BMI","Incidents_HIV","Population_mln","Thinness_ten_nineteen_years","Thinness_five_nine_years","Schooling","Life_expectancy"
"St. Lucia","Central America and Caribbean",16.6,19,148.7125,12.05,28.4,0.4,0.17,4.3,4.4,7.8,74.6
"Paraguay","South America",22.6,26.9,153.271,6.06,25.9,0.15,6.16,2.1,2,7,72.5
"Sweden","European Union",2.6,3.1,60.608,7.31,25.7,0.08,9.3,1.3,1.3,12.2,81.4
"Bulgaria","European Union",13.2,15.9,156.0455,10.8,25.4,0.02,7.84,2.4,2.4,10,71.9
"Slovenia","European Union",3.7,4.4,111.937,10.01,25.6,0.03,2,2,2,12,77.2
"Montenegro","Rest of Europe",5.1,6.1,110.706,9.02,26.1,0.03,0.62,1.9,2,11.1,76
"Madagascar","Africa",53.9,81.3,261.1205,0.59,20.9,0.08,18.88,8,7.9,5.7,61.7
"Zimbabwe","Africa",50.8,80.8,466.265,3.91,23.7,6.05,12.89,6.8,6.7,7.3,52.9
"Romania","European Union",10,11.8,139.7255,9.58,26.2,0.04,20.15,2.9,3.1,10.8,74.4
"Senegal","Africa",37.6,55.4,197.0095,0.19,22.9,0.12,13.78,9.9,9.7,2.8,65.9
"Netherlands","European Union",4.4,5.3,72.132,9.5,25.3,0.06,16.32,1,1,11.6,79.3
"Romania","European Union",17,20.1,171.852,13.15,25,0.05,21.73,3.7,4.1,9.6,71
"Estonia","European Union",5.7,7.2,186.7535,16.58,25.8,0.08,1.35,2.1,2.2,12.1,72.6
"Liberia","Africa",127.9,189.7,316.589,4.47,23,3.5,2.85,9.2,9.2,3.5,51.7
"Ethiopia","Africa",49.5,73.5,239.3415,0.54,20.4,0.28,92.73,1.7,1.5,2.4,63.3
"Brunei Darussalam","Asia",7.7,9.5,91.9455,0.65,26.2,0.1,0.38,6.1,5.6,8.7,74.5
"Benin","Africa",72.2,113.7,259.34,1.38,22.9,0.65,8.7,8.1,8,2.8,58.7
"Germany","European Union",3.4,4.1,75.779,11.33,26.4,0.03,80.27,1.1,1.1,13.9,80.4
"Latvia","European Union",5.6,6.6,165.2735,10.2,26.4,0.24,2.03,2.2,2.2,12.6,73.8
"Congo, Dem. Rep.","Africa",95.2,136.1,311.914,2.28,21.1,0.78,54.79,11.5,11.3,4.3,53.7
"Israel","Middle East",3.2,3.9,56.337,2.74,27.2,0.08,8.38,1.2,1.1,13,82.1
"Seychelles","Africa",11.8,13.7,175.73,8.13,25.6,3.5,0.08,6.1,6.6,7.6,71.1
"Yemen, Rep.","Middle East",54.8,73,246.5985,0.038,22.8,0.02,20.11,13.9,13.8,1.9,63.5
"New Zealand","Oceania",4.6,5.5,67,8.68,28,0.03,4.61,0.4,0.3,12.4,81.5
"Comoros","Africa",71.7,99.6,267.1495,0.26,23.1,0.02,0.58,7.6,7.6,3,59.7
"New Zealand","Oceania",4.9,5.9,67.5135,9.17,27.8,0.03,4.41,0.3,0.3,12.1,81.2
"Croatia","European Union",4.9,5.7,103.109,11.11,26.6,0.02,4.31,1.7,1.6,10.6,76.2
"Turkiye","Middle East",23.6,28.2,131.274,1.48,27,0.08,67.01,5.1,4.9,5.9,72
"Nepal","Asia",35,43.6,172.406,0.25,21.9,0.17,27.04,16.5,16.9,3.3,68
"Azerbaijan","Asia",57.2,69.3,166.736,0.5,25.6,0.16,8.11,3.1,3.1,10.6,67.1
"France","European Union",4.1,5.4,99.7875,13.92,24.8,0.11,60.91,0.7,0.6,9.8,79.1
"Germany","European Union",3.3,4,70.358,11.07,26.5,0.03,80.98,1.1,1.1,14,81.1
"Croatia","European Union",6.3,7.3,117.911,12.99,25.9,0.02,4.3,1.9,1.9,9.8,74.6
"Kyrgyz Republic","Asia",32.7,37.5,221.7345,6.78,25.4,0.13,5.22,3.3,3.4,10.2,67.7
"Vanuatu","Oceania",23.8,28.4,157.5085,1,25.8,0.17,0.21,1.6,1.5,6.5,68.5
"Tonga","Oceania",10.8,12.5,135.663,0.28,32.1,0.17,0.1,0.1,0.1,11.1,70.4
"Sweden","European Union",2.4,2.9,55.5025,7.32,25.9,0.08,9.6,1.4,1.3,12.2,82
"Mauritania","Africa",68.9,112.1,228.7,0.012,23.8,0.47,2.7,1.7,1.5,3,60.8
"Nicaragua","Central America and Caribbean",20.3,23.9,160.5665,3.33,26.7,0.12,5.82,1.9,1.8,6,72.4
"Tanzania","Africa",51,79.6,345.9945,4.96,22.7,2.76,41.85,7.3,7.3,5,56.8
"Latvia","European Union",7.7,9.3,220.941,12.12,26.1,0.18,2.2,2.4,2.4,12.3,71
"Congo, Rep.","Africa",60.7,93.3,390.9155,0.9,22.4,2.14,3.51,9,8.6,5.8,54.7
"Seychelles","Africa",11.9,13.8,162.877,6.43,25.9,3.5,0.08,5.9,6.3,7.8,72.2
"Rwanda","Africa",54.4,84.4,285.3095,7.84,21.5,1.44,9.27,6.8,6.7,3.1,58.9
"Bosnia and Herzegovina","Rest of Europe",8.4,9.6,118.2535,4.11,24.8,0.08,3.76,3.2,3.2,7.1,74.6
"Italy","European Union",3.4,4.1,59.186,7.25,25.7,0.08,59.1,0.5,0.5,9.6,81.6
"Sao Tome and Principe","Central America and Caribbean",22,27.7,194.199,5.4,24.6,0.16,0.19,5.7,5.5,5.2,68.7
"India","Asia",45.1,58.2,191.5935,2.73,21.4,0.1,1234.28,27,27.8,5.4,66.7
"Guinea-Bissau","Africa",95.9,156.8,302.471,3.07,22.4,3.09,1.28,9.6,9.5,2.3,51.5
"Guatemala","Central America and Caribbean",26.5,32,170.1225,1.91,26.2,0.04,14.78,1.2,1.2,4.6,72.2
"Cyprus","European Union",3.6,4.2,62.643,11.48,26.6,0.04,1.05,0.9,1,10.9,78.8
"Germany","European Union",3.5,4.3,78.907,11.23,26.3,0.08,81.9,1.1,1.1,13.8,79.8
"Chad","Africa",75.7,128.7,363.167,0.66,21.9,0.42,14.11,8.5,8.4,2.3,53.1
"Venezuela, RB","South America",14.7,17.2,150.294,8.41,26.5,0.4,27.64,1.6,1.5,8.2,73.1
"Ireland","European Union",3.3,3.9,64.5655,10.51,27.3,0.07,4.62,0.3,0.2,11.8,80.9
"Solomon Islands","Oceania",19.3,22.7,148.087,1.01,26.2,0.17,0.6,1.1,1.2,5.4,72.2
"Argentina","South America",16.4,18.3,136.066,7.81,26.3,0.15,37.68,1.2,1,9.2,73.9
"Spain","European Union",3.7,4.5,73.3,11.86,26.2,0.09,44.4,0.6,0.5,9,80.8
"Gabon","Africa",40.4,59.3,266.645,8.01,24.8,1.73,1.68,6.4,6.3,7.7,62.2
"Montenegro","Rest of Europe",3.7,4.4,102.857,8.55,26.4,0.03,0.62,1.8,1.9,11.3,76.4
"Serbia","Rest of Europe",5.9,6.9,119.055,7.94,25.9,0.02,7.16,2.1,2.1,10.4,75.2
"Portugal","European Union",3,3.7,78.8295,9.52,25.7,0.14,10.46,0.7,0.5,8.6,80.7
"Somalia","Africa",104.4,172.7,355.929,0,22.1,0.13,8.87,8,7.9,2.1,50.9
"Gambia, The","Africa",51.5,87.6,285.0805,3.25,22.9,1.39,1.59,9,8.9,2.5,58.3
"Niger","Africa",57,108.2,261.2055,0.15,21.6,0.07,17.8,1.3,1.1,1.6,58.8
"Cambodia","Asia",46.2,55.4,206.6325,1.29,21.3,0.25,13.68,11.3,11.5,3.7,64.7
"Kiribati","Oceania",49.7,65.1,212.398,0.69,29.3,0.17,0.09,0.2,0.1,7.4,64.7
"Equatorial Guinea","Africa",99,142.8,332.349,7.87,22.9,3.69,0.69,1.2,1.1,5.4,54.1
"Israel","Middle East",3.8,4.7,61.931,2.67,26.9,0.08,7.49,1.2,1.1,12.6,81.4
"Kuwait","Middle East",10.3,12,87.276,0.011,28.4,0.13,2.14,3.2,3,6.1,73.3
"St. Vincent and the Grenadines","Central America and Caribbean",19,21.6,176.2405,5.77,25.9,0.4,0.11,3.8,3.7,7.8,71.2
"Zambia","Africa",85.3,146.9,598.586,2.8,21.6,9.38,10.69,7.4,7.4,6,44.6
"St. Vincent and the Grenadines","Central America and Caribbean",18.2,20.4,163.6655,6.98,26.5,0.4,0.11,3.6,3.5,8.2,71.7
"Dominican Republic","Central America and Caribbean",28.8,35,164.4115,5.41,26.2,0.43,10.05,3.3,3.2,7.6,72.8
"Jamaica","Central America and Caribbean",13.8,16,133.3495,3.2,27.5,0.5,2.88,1.8,1.7,9.6,74
"Iran, Islamic Rep.","Middle East",18.5,21.7,121.2965,0.026,25.6,0.12,72.12,7.6,7.8,8.6,73
"Eritrea","Africa",46.1,67.5,336.291,1.18,20.4,0.38,2.83,9.4,9.5,3.7,58.7
"Lao PDR","Asia",51.8,68.3,217.0295,6.1,22.2,0.17,6.25,9.3,9.5,4.6,64.3
"Netherlands","European Union",5,6.1,81.98,9.82,25.1,0.06,16.05,1.1,1.1,11,78.2
"Bangladesh","Asia",37.2,46.7,139.3125,0,21.2,0.01,149.27,18.7,19.2,5.1,70.3
"Mexico","North America",21.9,26,126.16,4.92,26.9,0.15,101.68,1.9,1.8,7,74.9
"Iran, Islamic Rep.","Middle East",29.7,36.2,151.603,0.012,25,0.08,65.62,7.8,7.9,6.2,70.2
"Iraq","Middle East",24.8,29.7,162.9175,0.16,28.6,0.13,35.57,5.3,5.1,6.6,69.9
"Lebanon","Middle East",10.4,12.1,73.269,1.59,26.9,0.03,4.77,4.7,4.6,7.8,77.6
"Pakistan","Asia",75.4,94.5,179.458,0.034,23.1,0.13,164.02,21,21.5,4.4,64.2
"Guinea-Bissau","Africa",60,92.1,270.2885,3.13,23.4,1.58,1.74,7.1,7,2.9,57
"Thailand","Asia",15.5,18,184.5775,6.1,23.2,0.42,65,9,9.2,6.8,71.7
"Guatemala","Central America and Caribbean",28.6,34.8,177.598,2.03,26,0.08,14.26,1.3,1.3,4.9,71.5
"Kyrgyz Republic","Asia",31.2,35.7,221.239,6.98,25.5,0.17,5.27,3.3,3.4,10.3,67.9
"Austria","European Union",3.3,4,69.0215,12.1,25.5,0.08,8.43,1.8,2,11.8,80.9
"Mali","Africa",70.6,116.6,277.2635,0.58,22.8,0.44,16.45,8.1,7.9,2.2,56.6
"Bahrain","Middle East",9.1,10.6,77.801,1.92,25.3,0.05,0.89,6.1,5.9,8.4,75.3
"Russian Federation","Rest of Europe",8.1,10.1,238.2245,10.75,26.1,0.08,142.96,2.3,2.4,11.6,69.7
"Guinea-Bissau","Africa",89.2,144.5,299.375,3.69,22.6,3.02,1.34,9.2,9,2.3,52.3
"Turkmenistan","Asia",42.3,49.6,214.822,2.54,25.3,0.08,4.81,3.3,3.3,9.9,65.4
"St. Lucia","Central America and Caribbean",16.9,19.3,146.8905,11.06,28.6,0.4,0.17,4.3,4.4,7.9,74.7
"Belarus","Rest of Europe",3.7,4.9,192.409,13.56,26.4,0.23,9.45,2,2.1,12,72
"Portugal","European Union",3.3,4.2,91.6555,11.54,25.8,0.18,10.54,0.7,0.5,7.7,78.3
"Vanuatu","Oceania",23.9,28.5,181.1765,0.82,25.4,0.17,0.18,1.7,1.7,6.5,67.4
"Micronesia, Fed. Sts.","Oceania",26.2,31.6,169.018,2.89,29.4,0.17,0.1,0.2,0.2,7.7,66.8
"Pakistan","Asia",74.1,92.7,178.0545,0.034,23.2,0.13,167.81,2.8,21.3,4.4,64.4
"Malawi","Africa",65,110.5,528.961,1.45,22.1,6.42,12.63,7.4,7.2,3.4,47.8
"Indonesia","Asia",37.8,47.6,192.0885,0.054,21.8,0.17,217.36,11,11.1,7,66.3
"Afghanistan","Asia",57.3,76.9,236.221,0.01,23,0.03,32.27,17.7,17.7,3.5,62.5
"United States","North America",7.1,8.4,113.6425,8.3,27.5,0.13,282.16,0.8,0.7,12.7,76.6
"Vanuatu","Oceania",23.6,28.1,164.9795,0.85,25.7,0.17,0.2,1.6,1.5,6.5,68.2
"Sao Tome and Principe","Central America and Caribbean",36.6,50.9,204.863,5.68,24.1,0.53,0.16,6.9,6.8,4.5,65.3
"Zambia","Africa",50.1,76.8,352.9365,2.79,22.2,5.5,14.02,6.6,6.4,6.7,57.1
"Papua New Guinea","Oceania",46.8,60.8,238.9705,0.77,24.9,0.39,6.98,1.4,1.3,3.8,61.4
"Dominican Republic","Central America and Caribbean",31.7,39,185.7315,6.36,25,0.94,8.6,3.8,3.6,6.5,69.7
"Equatorial Guinea","Africa",76.7,107.4,327.4155,9.38,23.6,4.58,0.99,8.9,8.8,5.5,55.9
"Peru","South America",15.3,19.8,132.268,5.23,26,0.15,29.03,1.1,1.1,8.4,74.4
"Myanmar","Asia",62.3,84.7,234.2095,0.14,21.5,0.53,47.7,13.3,13.7,3.3,60.7
"Congo, Dem. Rep.","Africa",79.1,106.1,272.347,4.4,21.7,0.46,69.02,1,9.8,5.8,57.9
"Libya","Africa",19.8,23.1,135.266,0.005,27.2,0.08,5.8,5.5,5.4,6.4,71.9
"Indonesia","Asia",30,36.7,186.9555,0.071,22.3,0.21,235.47,1.7,1.7,7.1,68.5
"Sierra Leone","Africa",120.9,188.9,459.6215,3.68,22.4,1.36,5.83,9.1,9.1,2.8,45.5
"Spain","European Union",3.9,4.9,77.449,11.32,26.2,0.09,42.92,0.6,0.5,8.6,79.9
"Armenia","Rest of Europe",24.5,27.7,138.447,2.87,25.7,0.08,3.03,2.1,2.1,10.8,72.1
"Hungary","European Union",5.2,6.2,163.682,11.52,26.7,0.08,10.02,1.8,1.8,11.7,73.9
"Congo, Rep.","Africa",56.8,86.4,375.1285,0.86,22.5,2.19,3.62,8.8,8.5,5.8,55.6
"Yemen, Rep.","Middle East",45.5,58.8,235.0695,0.06,23.3,0.03,23.15,13.7,13.7,2.6,65.5
"Trinidad and Tobago","Central America and Caribbean",20.1,22.5,177.125,5.79,27,0.4,1.33,5.9,6.3,10.7,71.9
"Albania","Rest of Europe",17.8,20,84.4915,4.98,25.6,0.03,3.01,1.8,1.8,9.1,75.2
"Israel","Middle East",3.2,4,56.744,2.71,27.2,0.08,8.22,1.2,1.1,12.9,82.2
"Colombia","South America",21.2,25.1,170.6395,4.52,24.8,0.26,39.63,2.6,2.3,6.5,72.9
"Honduras","Central America and Caribbean",27.8,33.7,167.5135,2.92,25,0.36,6.93,2.7,2.6,4.5,71.2
"Mozambique","Africa",78,118.8,402.122,0.69,22.1,3.5,21.67,3.8,3.7,3,50.9
"Central African Republic","Africa",109.2,167.4,541.331,1.67,21.6,3.88,3.72,1.4,1.4,2.9,44.1
"Kazakhstan","Asia",30.8,35.2,281.374,6.22,25.7,0.05,14.91,2.5,2.6,11.2,65.7
"Kiribati","Oceania",46.8,60.8,202.588,0.73,29.8,0.17,0.11,0.1,0.1,7.9,66.7
"Ethiopia","Africa",54.3,82,266.317,0.4,20.3,0.36,87.64,11,1.7,2.3,61.6
"United Kingdom","Rest of Europe",4,4.7,69.542,9.42,27.1,0.08,64.13,0.8,0.5,12.6,81
"Belize","Central America and Caribbean",17.9,20.9,187.653,6.1,27.9,1.34,0.28,3.6,3.5,10.3,70
"Kuwait","Middle East",10.1,11.8,85.484,0.012,28.5,0.13,2.16,3.2,3,6.1,73.4
"Niger","Africa",93.7,215.2,290.6955,0.093,20.9,0.44,11.75,12.7,12.7,1.1,50.6
"Kuwait","Middle East",10.5,12.2,88.2055,0.013,28.4,0.13,2.1,3.2,3,6.2,73.2
"St. Vincent and the Grenadines","Central America and Caribbean",16.8,18.6,158.0595,6.81,26.8,0.4,0.11,3.5,3.5,8.5,71.9
"Morocco","Africa",26.8,31.2,82.9485,0.47,25.4,0.05,32.34,6.3,6.2,4.2,74.4
"Greece","European Union",4.3,4.9,79.534,9.1,26.9,0.04,10.96,0.8,0.8,9.6,79
"Ireland","European Union",3.4,4,67.3805,11.38,27.2,0.07,4.6,0.3,0.2,11.3,80.8
"Benin","Africa",73.6,116.2,261.384,1.23,22.8,0.73,8.45,8.3,8.2,2.8,58.3
"Luxembourg","European Union",3.5,4.2,94.658,13.1,25.6,0.06,0.44,1,1,10.5,77.8
"Mali","Africa",101.5,187.4,328.1605,0.58,21.5,1.07,10.95,11,1.9,1.2,48.1
"Namibia","Africa",35.8,49.1,341.1665,2.45,24,4.91,2.23,9,8.9,6.6,60.5
"Uruguay","South America",8,9.3,106.8025,6.15,27.1,0.24,3.4,1.5,1.4,8.6,77.2
"Djibouti","Africa",64.2,78.8,279.1605,0.47,23.8,0.48,0.83,5.7,5.6,3.9,59.6
"Seychelles","Africa",12.5,14.5,152.634,8.32,26.5,3.5,0.09,5.7,6.1,9.1,73.1
"Turkiye","Middle East",11.9,13.8,107.701,1.39,27.7,0.08,77.23,4.9,4.7,7.6,76.2
"Sri Lanka","Asia",9.4,10.9,117.8205,3.03,22.6,0.01,20.4,15.3,15.3,10.8,75.6
"Mexico","North America",17,19.9,119.005,4.37,27.5,0.16,112.46,1.7,1.6,8.2,75.1
"Cuba","Central America and Caribbean",4.7,5.9,91.899,4.35,25.4,0.16,11.28,3.4,3.3,11,78.5
"France","European Union",3.6,4.9,97.437,13.45,24.9,0.11,62.24,0.6,0.6,10.2,79.1
"Uganda","Africa",44.3,66.7,326.2865,8.79,22.1,2.62,34.56,5.8,5.8,5.3,59
"Eswatini","Africa",57.9,96,531.8035,5.65,26.3,17.36,1.06,5.8,5.9,5.6,45.3
"Mongolia","Asia",42,53.7,263.9875,2.41,24.5,0.01,2.44,2.4,2.5,8.4,63.8
"Nigeria","Africa",100.8,165.9,406.792,11.33,22.5,1.15,131.9,13.5,13.6,5.2,47.2
"Azerbaijan","Asia",53.5,64.3,163.946,0.55,25.7,0.18,8.17,3.1,3.1,10.6,67.4
"Mauritania","Africa",67,108.1,221.8,0.014,24.2,0.37,3.02,9.8,9.6,3.4,61.3
"Israel","Middle East",3.3,4.1,58.2,2.9,27.1,0.08,8.06,1.2,1.1,12.8,82.1
"Syrian Arab Republic","Middle East",16.2,18.9,128.9725,0.75,27.5,0.13,20.66,6.4,6.2,6.3,73.6
"Armenia","Rest of Europe",13.3,14.8,126.937,4.22,26.2,0.08,2.91,2.1,2.1,11.5,74.3
"Equatorial Guinea","Africa",74.3,103.6,325.0465,9.79,23.7,4.63,1.03,8.7,8.7,5.5,56.3
"Turkmenistan","Asia",36.3,42,194.059,3,26.1,0.08,5.27,3.2,3.3,9.8,67.2
"Kazakhstan","Asia",16.4,18.3,226.753,3.41,26.1,0.12,16.56,2.3,2.5,11.5,68.7
"Uzbekistan","Asia",50.8,60.7,191.823,3.03,24.8,0.02,24.65,3.4,3.4,9.1,67.2
"Namibia","Africa",43.6,74.7,494.617,1.99,23.1,10.31,1.85,14.7,14.8,5.8,50.9
"Honduras","Central America and Caribbean",16.5,19.2,146.5195,2.49,26.7,0.07,9.11,2.1,2.1,6.3,74.5
"Hungary","European Union",4.9,5.9,149.61,11.37,26.9,0.08,9.97,1.7,1.7,12,74.9
"Croatia","European Union",4.7,5.5,101.45,10.71,26.7,0.02,4.3,1.6,1.6,10.8,76.5
"Equatorial Guinea","Africa",90.3,129,335.756,8.7,23.2,4.02,0.78,9.7,9.6,5.4,54.6
"Gabon","Africa",46.6,71.6,310.2645,7.77,24.4,2.5,1.43,7.1,6.9,7,58.6
"Slovak Republic","European Union",7.1,8.5,138.1965,10.52,25.7,0.01,5.37,1.4,1.5,10.6,74
"Lesotho","Africa",73,114.5,617.2135,1.78,24.3,16.29,2.01,9.7,9.7,5.2,43.1
"Uganda","Africa",83.4,139.3,522.318,11.8,21.2,4.48,24.39,6.9,6.9,4,47.2
"Libya","Africa",11.8,13.8,135.968,0.01,27.9,0.08,6.36,5.7,5.5,7.3,72
"Ukraine","Rest of Europe",15,17.4,255.8925,7.31,25.7,0.61,48.66,2.9,3,10.4,67.8
"St. Lucia","Central America and Caribbean",17.7,20,143.2465,9.94,28.9,0.4,0.18,4.3,4.3,8.4,75
"Guinea","Africa",68.4,107.3,262.871,0.38,22.9,0.74,11.43,7.3,7.3,2.6,59.6
"Sweden","European Union",2.8,3.4,63.6035,6.81,25.6,0.08,9.08,1.3,1.3,12.4,80.7
"Sao Tome and Principe","Central America and Caribbean",20.1,25.3,192.893,5.63,24.7,0.18,0.2,5.6,5.4,5.3,69.1
"Poland","European Union",5.1,6,129.3125,10.07,26.1,0.08,38.04,2.1,2.2,12.2,76.2
"Jordan","Middle East",20.8,24.6,126.1305,0.5,28,0.13,5.43,3.9,3.9,9.7,72.3
"Italy","European Union",4.7,5.6,76.0095,9.78,25.4,0.1,56.94,0.5,0.5,8.6,79.8
"Samoa","Oceania",17.1,20.1,167.599,3.29,30.7,0.17,0.18,0.2,0.2,9.1,69.5
"Chile","South America",7.1,8.3,92,7.23,27.7,0.19,17.57,0.8,0.8,9.9,79.3
"Saudi Arabia","Middle East",15,17.4,102.8635,0.059,27.7,0.13,23.13,7.2,7.3,7.5,73.2
"Malaysia","Asia",7.3,8.5,130.2105,0.51,24.2,0.24,24.7,9.3,9.1,8,73.2
"Belarus","Rest of Europe",7.8,10.1,251.835,11.17,25.9,0.1,9.8,2.5,2.6,9.1,68.6
"Iceland","Rest of Europe",2.3,2.9,51.6075,7.19,26,0.04,0.32,0.9,0.9,10.4,81.6
"Italy","European Union",3.6,4.2,61.3625,8.37,25.7,0.08,58.44,0.5,0.5,9.4,81.4
"Dominican Republic","Central America and Caribbean",30.6,37.4,182.5815,6.53,25.2,0.85,8.85,3.6,3.5,6.8,70.2
"Canada","North America",5,5.8,71.2685,8.4,26.8,0.1,33.63,0.5,0.4,12.5,81
"Argentina","South America",16.9,18.9,137.696,7.76,26.2,0.16,37.28,1.2,1.1,9.1,73.8
"Papua New Guinea","Oceania",44,56.5,232.8715,0.81,25.1,0.37,7.47,1.3,1.3,4.1,62.3
"Sweden","European Union",2.3,2.9,53.4415,7.13,26,0.08,9.8,1.5,1.4,12.4,82.2
"Singapore","Asia",2.3,2.9,63.981,1.59,23.5,0.13,4.59,2.1,2,10.2,80.4
"Central African Republic","Africa",104.8,158.3,514.5715,1.7,22.1,2.69,4.12,9.6,9.6,3.3,45.2
"Iran, Islamic Rep.","Middle East",23.6,28.2,138.2585,0.012,25.4,0.16,68.95,7.4,7.7,6.9,71.6
"Greece","European Union",3.8,4.3,78.6205,8.68,27,0.06,11.02,0.8,0.7,9.9,79.4
"Bosnia and Herzegovina","Rest of Europe",7.8,8.9,110.264,4.5,25,0.08,3.77,2.9,2.9,7.4,75.2
"Germany","European Union",3.9,4.7,84.758,11.68,26.1,0.08,82.47,1.1,1.1,13.3,78.9
"Panama","Central America and Caribbean",17.5,20.5,122.8365,6.14,26.4,0.4,3.58,2,1.9,9.3,76.6
"Indonesia","Asia",23.2,27.7,175.564,0.08,23,0.15,258.38,1.4,1.2,7.9,70.8
"Ireland","European Union",3.5,4.2,68.771,11.57,27.1,0.07,4.56,0.3,0.2,12.2,80.7
"Belize","Central America and Caribbean",19.4,22.8,195.111,4.77,27.5,1.26,0.26,3.7,3.7,10.1,69
"Equatorial Guinea","Africa",96.1,138.2,333.4845,8.11,23,3.86,0.72,1,1,5.4,54.3
"Congo, Rep.","Africa",44.7,65,319.8945,1.3,22.7,2.09,4.15,8.3,7.9,6,59.3
"Cameroon","Africa",78.1,127.5,386.9125,4.9,23.6,2.76,17.73,6.9,7,5.1,52.8
"Austria","European Union",3.9,4.7,78.393,12.58,25.3,0.08,8.27,1.7,1.9,10.1,79.9
"Congo, Dem. Rep.","Africa",88.1,122.3,292.737,3.23,21.4,0.62,60.41,1.8,1.7,5,55.7
"Suriname","South America",19.1,21.4,172.944,5.84,26.3,0.54,0.55,3.5,3.5,8.1,71
"Cyprus","European Union",4.5,5.2,65.7605,10.62,26.5,0.03,0.99,0.9,1,10.4,78.4
"Cyprus","European Union",5.6,6.5,69.0645,9.56,26.3,0.03,0.94,0.9,1,10,78
"Afghanistan","Asia",69.2,95.7,259.806,0.028,22.5,0.02,27.72,18.8,18.9,3,59.9
"Estonia","European Union",8.7,10.9,213.0375,9.03,25.4,0.08,1.4,2.5,2.5,11.7,70.4
"Armenia","Rest of Europe",19,21.4,145.711,3.91,25.9,0.08,2.93,2,2.1,11,72.8
"Bahamas, The","Central America and Caribbean",13.9,16.3,190.144,11.93,26.7,1,0.3,2.7,2.6,10.9,71.9
"Austria","European Union",4.3,5.2,87.6535,12.31,25.1,0.08,8.12,1.7,1.9,9.6,78.6
"Vietnam","Asia",18.1,22.7,130.047,2.46,21.2,0.16,88.87,14.4,15.2,7.6,74.9
"Norway","Rest of Europe",2.8,3.4,66.481,6.68,26.3,0.03,4.83,0.7,0.7,12.7,80.8
"Kiribati","Oceania",48.6,63.3,205.968,0.54,29.7,0.17,0.1,0.1,0.1,7.9,66.1
"Sao Tome and Principe","Central America and Caribbean",25.7,33,196.7465,6.31,24.5,0.27,0.18,6,5.9,5,67.9
"Kazakhstan","Asia",21.9,24.7,257.3335,3.42,25.9,0.1,15.78,2.4,2.5,11.5,67.1
"Mozambique","Africa",63,88.4,344.63,1.08,22.6,3.5,26.29,3.6,3.5,3.4,56.1
"Dominican Republic","Central America and Caribbean",28.8,35,161.617,5.39,26.4,0.38,10.28,3.3,3.2,7.8,73.2
"Congo, Dem. Rep.","Africa",77,102.5,268.2395,4.43,21.8,0.42,71.36,9.9,9.6,6,58.4
"Djibouti","Africa",79.9,101,319.372,1.24,23.5,2.96,0.72,6.4,6.1,3.2,57
"Slovenia","European Union",2.9,3.6,94.189,10.94,25.9,0.03,2.02,1.7,1.7,11.9,78.8
"Benin","Africa",65.7,102.1,248.4295,1.43,23.3,0.4,10,7.2,7.1,3.2,60.1
"Hungary","European Union",4.5,5.4,131.9085,10.92,27.1,0.08,9.87,1.7,1.6,11.8,75.8
"Slovenia","European Union",3.3,4,102.7445,12.26,25.8,0.03,2.01,1.8,1.9,11.8,78.1
"Nicaragua","Central America and Caribbean",27.2,32.9,186.2505,3.72,26.1,0.13,5.29,2.1,2,5.3,70.6
"Bahamas, The","Central America and Caribbean",12.5,14.6,161.711,9.23,27.8,0.36,0.37,2.5,2.5,11.1,72.6
"Mauritania","Africa",69.1,112.5,229.9,0.03,23.7,0.48,2.63,1.9,1.7,3,60.7
"Guatemala","Central America and Caribbean",41,52.1,207.817,2.52,25,0.45,11.59,1.6,1.6,3.7,67.8
"China","Asia",12.5,15.8,92.937,5.75,23.2,0.1,1337.71,4.2,3.6,7.3,74.4
"Cameroon","Africa",76.2,124.2,379.164,5.1,23.7,2.57,18.22,6.7,6.8,5.2,53.2
"Lithuania","European Union",5.9,7.3,222.743,13.79,26.3,0.08,3.2,2.9,2.9,12.2,71.8
"Mexico","North America",13.9,16.2,110.8405,4.24,27.9,0.16,121.86,1.5,1.5,8.6,74.9
"Cabo Verde","Africa",24.8,29.8,140.524,4.21,23.6,0.39,0.45,8.9,8.9,4,69.9
"Iraq","Middle East",32.4,40,179.8215,0.18,27.5,0.13,26.92,5.4,5.2,5.8,68.3
"Grenada","Central America and Caribbean",12.4,14.6,166.2075,8.85,25.9,0.4,0.1,3.9,4,7.8,73.1
"Colombia","South America",19.4,22.8,162.7195,4.14,25.1,0.22,41.48,2.5,2.2,6.5,73.8
"Sao Tome and Principe","Central America and Caribbean",51.2,76.5,218.9645,5.1,23.6,1.23,0.14,7.8,7.8,4.3,62
"Slovak Republic","European Union",8.2,9.8,147.9935,11.33,25.5,0.01,5.39,1.6,1.7,10.3,73.1
"Botswana","Africa",38.1,61.5,468.51,7.14,24,10.53,1.84,9.6,9.4,8.4,53.4
"Czechia","European Union",2.5,3.2,82.5385,12.76,27,0.08,10.55,1.8,1.8,12.7,78.6
"Denmark","European Union",3.5,4.1,69.2705,9.55,25.3,0.04,5.64,1.1,0.9,12.8,80.7
"Mauritius","Africa",12.5,14.5,151.4165,3.15,25,1.01,1.25,7.2,7.2,8.2,73
